user_id,imei,houseid_seq,cateid_seq,localid_seq,xq_seq,price_seq,area_seq,diff_time_seq,weight_seq,masks_seq,timestamp_seq,action_weight_seq,staytime_seq
41,03f7599e939c6512f7fa1d480433c1b1dfc7d77a,"4179310816570381,4139546347285506,2627927983270924,4109877914902539,4154914187062279,4132950868061193,4133618956610571,4127167050112007,4139546347285506,4139546347285506,4139546347285506,4170814151662597,4098603686767631,4146002888682503,4109877246503947,4139546347285506,4131057694842894,4100042427572225,4139546347285506","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","27978,27976,27975,27975,27975,27975,27976,27976,27976,27976,27976,27980,27978,27975,27977,27976,27975,27975,27976","100679850,104050372,103219266,103219266,103625804,103625804,102032151,104595291,104050372,104050372,104050372,103295094,104054114,100653610,100653333,104050372,103219266,103219266,104050372","1,2,4,2,3,3,2,1,2,2,2,2,2,2,2,2,3,3,2","1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1","595604,595565,595172,595145,594875,594812,594737,594677,594656,594548,576977,576396,576345,576320,576300,576233,576178,576098,484453","0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0024726231566347743,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0033464254621424277","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754527477176,1754527516813,1754527909783,1754527936793,1754528206642,1754528269349,1754528344763,1754528404604,1754528425989,1754528534101,1754546104615,1754546686113,1754546737005,1754546761202,1754546781648,1754546848741,1754546903604,1754546983706,1754638628762","1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1","7966,32158,21935,12462,6266,18765,6787,12071,84552,84552,65529,14398,4905,11541,16289,7370,57863,3688,18441"
42,0409aec0acd172f24f5472a7dface283d52c15f1,,,,,,,,,,,,
43,04380c2f3be8b141e612f3d398f7febe33d37a80,,,,,,,,,,,,
44,045f58054a3783be9c478a51b675e0ec761579d9,,,,,,,,,,,,
45,0470a17ca5d48c4899b0ffd86bbf372ad2c8afb8,,,,,,,,,,,,
46,04727bc1b555e965eebb4cd01b26cfd8db15c9c5,,,,,,,,,,,,
47,0484e8d04b62bd6e6773b71cdc7790b6d7de1e54,"4173806719868943,4171927904119820,4173555051158542,4166261329484802,4135520019209230,4142136958902279,4142136958902279,4142136958902279,4142136958902279,4140707289619470,4166564835339273,4169533027621899,4091469353951233,4154936383970314,4104373977738240,4119534167092229,3335269419802625,3111582363067400,4097309464862722,4125595853233154,4183602084158479,4101132173384710,4142136958902279,4143711634006017","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","19174,19174,19174,19174,19174,19174,19174,19174,19174,19174,19174,19174,19174,19174,19174,10613,19174,19174,19174,19174,19174,19174,19174,19174","103976672,102416387,104742644,103976672,103976672,102416387,102416387,102416387,102416387,104742644,103976672,100604122,100604122,104742644,100604122,103144860,103976672,100604122,100670585,100670585,100604122,104742644,102416387,102416387","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4","1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2","577915,577887,577856,577811,577753,577659,577627,577569,577568,577550,577452,577411,577327,577290,577209,577157,577110,577080,576929,576838,249603,249083,157540,157194","0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0024726231566347743,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.05960146101105877,0.05960146101105877,0.13447071068499755,0.13447071068499755","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754587090548,1754587118142,1754587149745,1754587194563,1754587252619,1754587346636,1754587378339,1754587436018,1754587437781,1754587455833,1754587553075,1754587594834,1754587678571,1754587715058,1754587796729,1754587848736,1754587895818,1754587925885,1754588076976,1754588167604,1754915402966,1754915922894,1755007465061,1755007811487","1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","19204,23225,5117,9283,33455,3623,54931,5626,5626,23437,11435,3765,21851,8371,28808,43329,23626,21958,14155,18547,40209,13467,6716,43428"
48,048d40507b2cf68ac32ad1da18bbecf3,"4152134131948554,4127048783113224,4150645641108495,4159604410343426,4180726192712712,4176610294848527,4121231298604045,4142552244789254,4179305042829314,4163547477924870,4163547477924870,4175069459390473,4158051618021377,4180717098232842,4155234962189314,3871821808361482,4155234962189314,4139786118979594,4139786118979594,4139786118979594,4166649809805317,4177921267067904,4177921267067904,4180354628148225,4140764638370821,4184698666691589,4184652448800783,4144996950433799,4176610294848527,4182272727641093","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","13256,13265,13256,13259,13259,13259,18331,37082,13259,18331,18331,13259,18331,18331,13255,13255,13255,13255,13255,13255,13256,13256,13256,18331,13256,18331,13265,13256,13259,13254","103289466,102312029,103192900,102234279,102265560,102260008,102258860,102265561,102234279,102253730,102253730,102240146,102245897,102258860,102254092,102254092,102254092,102250464,102250464,102250464,103192900,102317979,102317979,102257085,102317979,102258860,102261503,102309904,102260008,102248712","2,2,3,3,3,2,2,3,4,3,3,3,4,4,2,2,2,3,3,3,3,2,2,3,2,4,3,1,2,3","2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2","808974,807850,807676,751970,509313,509264,509222,509211,509194,509183,509162,509143,509124,509111,475390,474495,474468,468547,468509,468452,393349,393252,393243,393223,393157,230133,230107,230093,114504,114227","6.169728799311586E-5,6.169728799311586E-5,6.169728799311586E-5,1.6767506523323905E-4,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.13447071068499755,0.13447071068499755","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754307693266,1754308817440,1754308991940,1754364697133,1754607355079,1754607403193,1754607445811,1754607456687,1754607473747,1754607484877,1754607505825,1754607524383,1754607543226,1754607556228,1754641277687,1754642173054,1754642199308,1754648120356,1754648158844,1754648215301,1754723318398,1754723416041,1754723425047,1754723444793,1754723510713,1754886534469,1754886560792,1754886574512,1755002163167,1755002440479","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","10927,14122,11570,15958,21699,10028,6429,5075,4125,7368,4603,4759,4895,3695,15186,8854,6319,34314,15950,22130,16522,5051,5817,14941,9861,9838,7291,22301,66803,4281"
49,04ca015a49bf1d41ee93a6e462107ab2,,,,,,,,,,,,
50,04fc06e0bc51e690793e82d0bec4d350,,,,,,,,,,,,
51,04fcb8fb5003f0137d4969c06d8f18fada28a4b2,"4119813748255752,4165282209602570,4120243280257031,4175217788460046,4165149495188485,4120243280257031,4101203170417666,4101203170417666,4101203170417666,4176594798305289,4165149495188485,4140790726122508,4156352106634241,4120243280257031","11,11,11,11,11,11,11,11,11,11,11,11,11,11","14563,14563,14563,24951,14563,14563,14563,14563,14563,14563,14563,14563,24951,14563","100495478,100495478,100495478,103121664,100495478,100495478,100495478,100495478,100495478,100495478,100495478,100495478,100503812,100495478","4,4,4,4,4,4,4,4,4,4,4,4,4,4","2,2,2,1,2,2,2,2,2,2,2,2,1,2","1261495,798246,798223,519288,519237,519185,519168,519154,519147,519118,519041,519014,519004,518984","4.1576401383206604E-7,6.169728799311586E-5,6.169728799311586E-5,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0024726231566347743,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1753890219367,1754353468902,1754353491355,1754632426405,1754632477661,1754632529996,1754632547014,1754632560078,1754632567226,1754632596975,1754632673404,1754632700298,1754632710427,1754632730625","1,1,1,1,1,1,1,2,1,1,1,1,1,1","47738,5777,10717,14569,4259,16222,14082,14082,14852,7629,6912,3651,5371,5947"
52,0508a543026273f6492906386fe5bdfb,,,,,,,,,,,,
53,052ff8ea2e77be19f7ccdf2521d0b57a,,,,,,,,,,,,
54,05385b14bab88efff0883f2d373d7c43,,,,,,,,,,,,
55,0560ad4f669de5a5859ecd72bd91e7563e3d7031,"4164907274543118,4147892838555658,4123701089115151,4169549653203977","12,12,12,12","6885,6885,6885,6887","100402489,100402489,100402497,100398905","3,3,4,4","2,2,5,3","1266690,1266661,1266637,1266570","4.1576401383206604E-7,4.1576401383206604E-7,4.1576401383206604E-7,4.1576401383206604E-7","1.0,1.0,1.0,1.0","1753875742722,1753875772025,1753875795659,1753875862942","1,1,1,1","18885,14300,31043,19624"
56,056c58ca3eff5c3f3d5722543d96bdcf,,,,,,,,,,,,
57,056e8652aee8ee964acc92b9af4042fb,,,,,,,,,,,,
58,0571ed14b76eb9ab2d91019aea3e1c7f,"4179359143472142,4163280457129992,4163280457129992,4163280457129992,4163280457129992,4136973865872387,4107071935622144,3971291418782735,4109649399799812,4180786012725259,4158258046524428,4158258046524428,4109649399799812,4158258046524428,4159340312484871,4141098887195662,4145324868086794,4141275793628162,4122719832449036,4162359503756303,4186078203600911,4162359503756303,4180415125597194,4180415125597194,4187460524269578,4187460524269578,4172168795184141,4173310571781131,4180422685301767,4180427860942853","11,11,11,11,11,11,12,12,11,11,11,11,11,11,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11","15317,15317,15317,15317,15317,15317,15317,15317,15317,15317,15317,15317,15317,15317,15317,15317,9022,9022,9022,15317,15317,15317,15317,15317,15317,15317,15317,15317,15317,15317","100382615,100032546,100032546,100032546,100032546,100032546,100032546,104598479,104598479,100382615,100382615,100382615,104598479,100382615,104598479,104598479,100382403,100382403,100382403,100032546,100032546,100032546,100032546,100032546,100032546,100032546,100032546,100032546,100032546,104598479","5,5,5,5,5,5,3,2,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5","2,2,2,2,2,2,7,4,3,2,2,2,3,2,6,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2","525308,525015,524994,524991,524990,524968,524811,524800,524669,513065,509287,509260,496543,496518,496412,269416,173377,173356,173349,173318,173276,173270,173238,173214,167916,167911,167880,167863,167827,144095","0.0012363115783173872,0.0012363115783173872,0.0024726231566347743,0.0012363115783173872,0.0024726231566347743,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0012363115783173872,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.0033464254621424277,0.02371293658878339,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.05960146101105877,0.11920292202211755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754626272064,1754626564518,1754626585673,1754626588945,1754626589815,1754626611337,1754626769035,1754626779364,1754626910477,1754638514572,1754642292112,1754642320017,1754655036599,1754655061949,1754655167407,1754882164071,1754978202917,1754978223870,1754978230697,1754978261300,1754978303302,1754978309127,1754978341983,1754978365896,1754983663478,1754983668428,1754983699373,1754983716275,1754983752434,1755007485051","1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1","33382,22128,22128,4984,4984,37102,4682,4097,3672,9636,4388,4818,3792,10256,18673,5110,16893,4168,13584,37106,4694,18693,26081,26081,4118,24884,8833,4578,6874,94797"
59,058bbaf88af1b041123543b70dfeb5651f943b9f,,,,,,,,,,,,
60,05bb9b8afd43592f108842232ab416fa,"4162182968388621,4176572325485569,4175108377865225,4176572325485569,4099821330227206,4160559489145871,4160559489145871,4183238908731404,4186780958449669,4175108377865225,4160656932908044,4162182968388621,4177498521050116,4184412538985482,4169559416740864,4169559416740864,4177498521050116,2011948908717064,3480113257013253,4176387424689158,2576654890806278,4186337817537543,4173847881916429,4175018864122881,4076448375201799,4176697250130949,4121626692398084,4095281543110664,4146461578419202,4140985307996164","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318,18318","100628127,100629328,100629328,100629328,100629328,100629328,100629328,100628901,100628901,100629328,100629328,100628127,100699247,100628901,103964770,103964770,100699247,100628559,100628538,103964770,100628899,103376911,103964770,100699247,100627529,100628901,100628901,100628901,100699247,103376911","5,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,4,5,5,5,5,5,5,5","2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,4,2,1,2,2,2,2,2,2,3","149275,149233,133575,133540,133469,133409,133284,133220,133177,133129,133113,133090,132855,132644,132618,132606,132571,132543,132507,132409,132313,132204,132140,132081,132048,132026,131992,131966,131884,131873","0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755,0.13447071068499755","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754996373115,1754996415033,1755012073174,1755012108393,1755012179815,1755012239548,1755012364019,1755012428218,1755012471887,1755012519780,1755012535054,1755012558632,1755012793734,1755013004243,1755013030018,1755013042924,1755013077680,1755013105581,1755013141293,1755013239944,1755013335807,1755013444770,1755013508343,1755013567429,1755013600430,1755013622459,1755013656040,1755013682666,1755013764672,1755013775637","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","17889,26020,23854,30028,23174,18063,54500,18887,13073,9985,10418,3663,13491,17576,11873,28857,5587,33492,14262,4946,14989,33550,10479,11991,5876,24108,23242,35053,4605,4433"
61,06160e8c7c0c4be15b0277e7e12e1954,,,,,,,,,,,,
62,06310f92fb6155bd1532585b91570a56,"4170440151280643,4170646283463684,4167794097495053,3791295266319361,3791295266319361,3925865825886223,3939681827005447","11,12,12,12,12,12,12","21850,3389,3389,3389,3389,3389,3389","100465994,104821208,104821208,104821208,104821208,104821208,104821208","4,2,2,3,3,2,2","2,3,6,7,7,7,5","1212117,1097911,1097869,1097837,1097776,1097766,1036106","4.1576401383206604E-7,3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,8.35071092404759E-6","1.0,1.0,1.0,1.0,1.0,1.0,1.0","1753973670754,1754087876423,1754087918791,1754087950428,1754088011622,1754088021295,1754149681243","1,1,1,1,1,1,1","12977,35397,23391,16660,3699,11435,19809"
63,065df424818d43cd3ad7dbf02d84debc,"4135462841031691,4158351967494145,4158324078373893,4057286335880197,4156648255544330","11,11,11,11,11","33264,30088,30088,33264,33264","104928880,102286272,102071024,104928880,104645631","3,3,3,4,3","2,2,2,2,3","650691,650675,650654,650631,650613","4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4","1.0,1.0,1.0,1.0,1.0","1754497360912,1754497377335,1754497397918,1754497420588,1754497439123","1,1,1,1,1","12305,11124,13660,9163,5076"
64,06928fd3ee7463c3d07e0fd931361950,,,,,,,,,,,,
65,06a51d977a68c7d80cb44389a6a0a231,"4166240013000713,4157760971152396,4172358363622413,4166394406251531,4176351451978755,4102918582083596,4179792203849740,4172076836658186,4172280631680002,4161988149682188,4179583882125320,4178086492728320,4177912684240907,4027540355394571,4177569255070735,4172281051393026,4160861321601028,4142462262648844,4102898248768522,4180558431099908,4176681875663876,4071820849848332,4150655006616582","11,11,11,12,12,12,12,12,11,11,11,11,11,12,12,11,11,11,12,11,12,11,11","11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369,11369","103979790,103979790,100382452,100382452,100382452,100382452,100382452,100382452,100382452,100382452,100382452,100382452,100382452,100382452,100382452,100382452,100382452,100383010,100382452,100382452,104738925,100382452,100382452","5,6,5,2,2,3,3,2,5,5,5,5,5,2,3,5,5,3,3,5,3,4,6","3,3,3,3,6,7,5,2,3,3,3,3,3,3,7,3,3,1,6,3,7,2,3","1074926,1074891,1074870,1074836,430400,430357,430293,430251,430241,430161,430098,430061,430004,429972,429955,429915,429902,429783,429760,429714,429641,429459,429376","3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,3.072087301107359E-6,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578,0.00899310498104578","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754111482012,1754111517003,1754111538039,1754111571292,1754756007683,1754756050624,1754756114390,1754756156371,1754756166528,1754756246105,1754756309250,1754756346899,1754756403815,1754756435931,1754756452772,1754756492822,1754756505521,1754756624373,1754756647176,1754756693273,1754756766061,1754756948836,1754757031434","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","20270,6697,17557,8384,11626,46651,38734,6484,12396,3669,35333,26343,6687,13693,26996,7585,73142,9134,4712,5430,9912,7379,41800"
66,06af229d70a69a8d83b69051fd78abb83fe70530,,,,,,,,,,,,
67,06b0defe627de6a725b17e87009fe062,,,,,,,,,,,,
68,06ba77664781662617c18be5cebfed3c29bb4d77,,,,,,,,,,,,
69,06d0ace9832627eedbf87895893f2f69a306e635,,,,,,,,,,,,
70,06d31f67d0ecb6b91db0244df3c18c7e04a03c41,,,,,,,,,,,,
71,06e7aa531cbe0e1baf69a5b55bd7de92ddae7f28,,,,,,,,,,,,
72,077fbd0b4bd374d0867a405b59d20b86,,,,,,,,,,,,
73,07c929477f752ac342ab38ef3f2d9a3883466f66,,,,,,,,,,,,
74,0846b21b6ca940ff7546893ffc664a1def6b32db,,,,,,,,,,,,
75,087bafb65d46e36e6388bc4ac7ebcc89,,,,,,,,,,,,
76,08add7879e15127a8a2bed2d290678a4,,,,,,,,,,,,
77,08e5c77917770785e3beb0c89d42b374592d9cd8,"4036574295616519,3730919321919489,4146832034393103,2832868329217025","11,11,11,11","33930,33930,33930,33689","100687679,102288425,100589330,102288799","2,2,3,2","1,2,2,1","677831,677425,677215,676771","4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4","1.0,1.0,1.0,1.0","1754495484971,1754495891314,1754496100895,1754496544921","1,1,1,1","11539,24845,18747,10975"
78,090be969e89ac601df5dc8f04334c2c2,,,,,,,,,,,,
79,09178e66611b9590dc46c448e34ad0db94f8cb12,,,,,,,,,,,,
80,0959291e09052aa858858c0c892baabf98a4fdb2,,,,,,,,,,,,
81,095f5f16f57bfb2adc1e90a2c2f0f5b5,,,,,,,,,,,,
82,096e7a90a076c753dbbd77d67c4028df,,,,,,,,,,,,
83,0988c34519a5ea5ae9c0d5c3c4464651dfc05455,"3583784582274059,4122613355126799,3345359791905794,995249934753793,2701520781878284,4146582605291520,4142223103123466,2411625920504844,4148616070799373,4067906147097614,3662845088735245,4181949823540224,4180899836764161,4179265273228295,4148616070799373","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","33470,37463,33470,35745,33470,33470,33470,35746,35745,35745,33472,35745,35745,35745,35745","104802237,100584358,104735364,104802208,100691172,100584236,100584236,104944055,104799905,104799905,104017732,103682400,103682400,103682400,104799905","1,1,4,1,1,3,2,1,1,1,1,1,2,1,1","1,2,7,2,1,3,2,2,2,1,1,1,1,1,2","983683,983415,983376,983117,983011,982960,982882,982826,665259,665222,334327,334268,334249,334227,334200","8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,4.555255972003227E-4,4.555255972003227E-4,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754178036214,1754178303585,1754178343040,1754178602273,1754178707463,1754178758987,1754178836858,1754178893106,1754496459546,1754496496572,1754827391889,1754827450994,1754827470036,1754827491897,1754827518656","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","12948,4216,31703,19302,9930,68956,14451,8550,5483,11536,13657,10482,15946,11626,65149"
84,09a11796ea451cafdcdf703282354d46,,,,,,,,,,,,
85,09a4213bb3fb1f8f7164a5d3fff4aa26,,,,,,,,,,,,
86,09aa60cfc60431f5a2d61b5d14acea3431f66253,,,,,,,,,,,,
87,09ba82a7fa1dd00c13abea5f4aa8e113,"4148190056292363,4159284842638342,3936079887985670,4022162199882753,3975158392069128,4022162199882753,4184999761112077,4134334876527624,4122482821245966,4064792889139209,3975145216039945","11,11,11,11,11,11,11,12,12,12,12","34765,37213,37213,34765,37213,34765,37213,37213,37214,30556,30556","105000702,0,102395992,102395760,102396645,102395760,102396209,102393365,102394256,103625465,103625465","1,1,1,3,2,3,1,2,1,2,1","3,2,1,3,3,3,1,2,3,6,1","1192797,1010868,1010853,1010786,858925,719436,304279,303983,303933,263890,263711","1.1301621489517873E-6,8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,6.169728799311586E-5,1.6767506523323905E-4,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339,0.02371293658878339","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1753928358483,1754110287399,1754110302530,1754110369678,1754262230482,1754401719673,1754816876550,1754817172159,1754817221837,1754857265176,1754857444142","1,1,1,1,1,1,1,1,1,1,1","4528,5188,8195,26274,8130,3974,5652,5189,6708,32842,11063"
88,0a559c73b3f33a01b8640cca3610101f,,,,,,,,,,,,
89,0aaa8e264f2ffaef7e6687bde9a90a7f,,,,,,,,,,,,
90,0abab1569f690f38a826fda27f7e43606cb8ab95,"4158407121460236,4164933169081355,1933213059947527,4177578614267913,4177578614267913,4175107470974988,4179099054136332,4179073973084172,3837836011283464,4135814059404297,4135286110645258,4177555111321611,4169751390511112,4175592244797449,4132366636116994,1305626105831436,3566346912505863,1760119753071625,4177638259186694,4177638259186694","11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11","13865,13865,13779,13773,13773,13771,13773,13773,13865,13850,13771,13771,13780,13865,13771,13865,13780,13865,13771,13771","102258560,102258560,102261030,102261836,102261836,104704757,102261836,102261836,102265075,102240933,102312076,102312076,102246249,102258560,102312076,102237872,102253746,102265075,102312076,102312076","3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2","2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,5,2,2","1015413,1015329,1015265,678703,678171,675042,675003,674982,674882,674838,674594,674580,674553,674538,674467,674376,674347,674213,674151,674144","8.35071092404759E-6,8.35071092404759E-6,8.35071092404759E-6,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,4.555255972003227E-4,9.110511944006454E-4","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0","1754139694143,1754139777331,1754139841807,1754476403915,1754476936164,1754480065202,1754480103683,1754480125031,1754480225105,1754480268854,1754480513105,1754480526703,1754480554198,1754480568258,1754480640063,1754480730766,1754480759738,1754480893430,1754480955766,1754480962610","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2","17421,5928,3948,18198,6119,12938,17372,7199,13648,4704,8074,7001,9637,6320,9806,14703,6891,4935,7791,7791"
91,0acb39d68b30a7c53e5903da142ab714,"4171933606505477,4171933606505477,4102933569068034","12,12,12","30906,30906,30906","103964976,103964976,100585763","1,1,2","6,6,7","1087517,1087510,1087502","3.072087301107359E-6,6.144174602214718E-6,3.072087301107359E-6","1.0,1.0,1.0","1754064582060,1754064588857,1754064597368","1,2,1","7658,7658,3916"
92,0add2be44c6e536b2c9fd4de6ed30aa2,,,,,,,,,,,,
93,0b19601014d59a47b6861479dd376483cbe1b837,,,,,,,,,,,,
